통신사,AP 설치장소명(국문),서비스 분류,광역시도(국문),시군구(국문),지번주소(국문),도로명주소(국문),위도,경도
KT,둔내 보건지소,서민/복지시설,강원도,횡성군,둔내면 자포곡리 402,둔내로51번길 17,37.5122652,128.2186509
KT,서원 보건지소,서민/복지시설,강원도,횡성군,서원면 창촌리 549-3,서원로 160,37.4862741,127.8503131
KT,안흥 보건지소,서민/복지시설,강원도,횡성군,안흥면 안흥리 284-11,안흥면 안흥로 31,37.4124815,128.1562013
KT,한국녹색문화재단-숲치유센터,지역문화시설,강원도,횡성군,둔내면 삽교리 1767-10,청태산로 777,37.537156,128.288484
KT,횡성군청,관공서,강원도,횡성군,횡성읍 읍하리 58-1,횡성읍 태기로 15,37.4917115,127.9849341
KT,가평군립도서관-도서관,지역문화시설,경기도,가평군,가평읍 읍내리 366-0,가평읍 가화로 62,37.82559535,127.5163314
KT,가평군청-가평보건소-진료실-1,관공서,경기도,가평군,가평읍 읍내리 624-1,가평읍 가화로 155-18,37.83344764,127.5106291
KT,가평군청-가평읍사무소,관공서,경기도,가평군,가평읍 읍내리 367-0,가평읍 가화로 62,37.82514577,127.5161283
KT,가평군청-북면사무소,관공서,경기도,가평군,북면 목동리 848-0,북면 화악산로 2,37.88570522,127.5499759
KT,가평군청-상면사무소,관공서,경기도,가평군,상면 연하리 171-0,상면 청군로 1105,37.78763826,127.3391577
KT,가평군청-설악면사무소,관공서,경기도,가평군,설악면 신천리 156-1,설악면 한서로 8,37.67597068,127.4946304
KT,가평군청-청평면사무소,관공서,경기도,가평군,청평면 청평리 333-1,청평면 은고개로 19,37.74031127,127.4241408
KT,가평군청-하면사무소,관공서,경기도,가평군,조종면 현리 567-7,조종면 조종내길 75,37.8178183,127.3533151
KT,설악도서관-도서관,지역문화시설,경기도,가평군,설악면 신천리 산1-3,설악면 자잠로 65,37.66990003,127.4846247
KT,조종도서관-도서관,지역문화시설,경기도,가평군,하면 현리 420-6,하면 조종희망로26번길 22,37.81825546,127.3529492
KT,고양시덕양노인종합복지관,서민/복지시설,경기도,고양시 덕양구,화정동 846,어울림로 49,37.64845585,126.8363742
KT,고양시립삼송도서관,지역문화시설,경기도,고양시 덕양구,삼송동 185-3,덕수천1로 73,37.64878692,126.8847452
KT,고양시립신원도서관,지역문화시설,경기도,고양시 덕양구,신원동 607,신원2로 24,37.66701005,126.8864807
KT,고양시립원당도서관,지역문화시설,경기도,고양시 덕양구,성사동 369-7,호국로 790번길 49-9,37.65618964,126.8388186
KT,고양시립행신도서관-도서관,지역문화시설,경기도,고양시 덕양구,행신동 634-87,행당로33번길 25-6,37.62189174,126.8291149
KT,고양시민방위교육장,서민/복지시설,경기도,고양시 덕양구,행신동 892,화신로214,37.63035126,126.8375195
KT,고양시신도동복지회관,서민/복지시설,경기도,고양시 덕양구,삼송동 30-50,삼송로 180,37.65314905,126.8938994
KT,고양시여성회관,서민/복지시설,경기도,고양시 덕양구,행신동 774,용현로 48,37.61737527,126.8362293
KT,고양시원당종합사회복지관,서민/복지시설,경기도,고양시 덕양구,성사동 736-2,호국로 716번길 13-11,37.65162613,126.8329631
KT,고양시화전동복지회관,서민/복지시설,경기도,고양시 덕양구,화전동 226-6,화랑로 1-1,37.59950149,126.8727997
KT,덕양구청여권민원실,관공서,경기도,고양시 덕양구,화정동 955,화중로 104번길 13,37.63713738,126.8322976
KT,시정연수원,서민/복지시설,경기도,고양시 덕양구,행주외동 145,행주산성로 93-38,37.59747544,126.8197449
KT,원당도서관-정보검색실-1,지역문화시설,경기도,고양시 덕양구,성사동 396-0,호국로790번길 49-9,37.65463602,126.8412335
KT,원당시장1,서민/복지시설,경기도,고양시 덕양구,성사동 697-14,호국로790번길 17,37.656251,126.837298
KT,원당시장2,서민/복지시설,경기도,고양시 덕양구,성사동 697-14,호국로790번길 17,37.656251,126.837298
KT,원당시장3,서민/복지시설,경기도,고양시 덕양구,성사동 697-14,호국로790번길 17,37.656251,126.837298
KT,원당시장4,서민/복지시설,경기도,고양시 덕양구,성사동 697-14,호국로790번길 17,37.656251,126.837298
KT,원당시장5,서민/복지시설,경기도,고양시 덕양구,성사동 697-14,호국로790번길 17,37.656251,126.837298
KT,화정역광장,관광/편의시설,경기도,고양시 덕양구,화정동 972,화신로 260번길,37.63365571,126.8321151
KT,고양시 일산노인종합복지관,서민/복지시설,경기도,고양시 일산동구,장항동 906,호수로 731 (장항동),37.664429,126.760436
KT,고양시립식사도서관,지역문화시설,경기도,고양시 일산동구,식사동 1234-1,위시티 2로 43-6,37.67610022,126.8159275
KT,고양시립풍동도서관,지역문화시설,경기도,고양시 일산동구,풍동 1257,숲속마을로 108,37.67044588,126.7963142
KT,일산동구보건소-마두동,서민/복지시설,경기도,고양시 일산동구,마두동 1010-0,중앙로 1228,37.65640045,126.775913
KT,차량등록사업소,관공서,경기도,고양시 일산동구,풍동 162-2,백마로 539 (풍동),37.685657,126.771013
KT,고양시대화노인종합복지관,서민/복지시설,경기도,고양시 일산서구,대화동 2237,일산로 778,37.67454402,126.7480596
KT,고양시문촌7종합사회복지관,서민/복지시설,경기도,고양시 일산서구,주엽동 14,킨텍스로 340,37.67465501,126.7562887
KT,고양시일산종합복지관,서민/복지시설,경기도,고양시 일산서구,일산동 620-3,고양대로 654,37.6844719,126.7687408
KT,고양시장애인종합복지관,서민/복지시설,경기도,고양시 일산서구,탄현동 111-1,탄현로 139,37.70320099,126.7649087
KT,고양시재활스포츠센터,서민/복지시설,경기도,고양시 일산서구,탄현동 111-1,탄현로 139,37.70320099,126.7649087
KT,일산서구보건소,서민/복지시설,경기도,고양시 일산서구,일산동 1680-6,일중로 54,37.685657,126.771013
KT,일산시장1,서민/복지시설,경기도,고양시 일산서구,일산동 617-20,일청로12번길 9 (일산동),37.685657,126.771013
KT,일산시장2,서민/복지시설,경기도,고양시 일산서구,일산동 617-20,일청로12번길 9 (일산동),37.685657,126.771013
KT,일산시장3,서민/복지시설,경기도,고양시 일산서구,일산동 617-20,일청로12번길 9 (일산동),37.685657,126.771013
KT,일산시장4,서민/복지시설,경기도,고양시 일산서구,일산동 617-20,일청로12번길 9 (일산동),37.685657,126.771013
KT,일산시장5,서민/복지시설,경기도,고양시 일산서구,일산동 617-20,일청로12번길 9 (일산동),37.685657,126.771013
KT,홀트장애인종합체육관,서민/복지시설,경기도,고양시 일산서구,탄현동 41-1,탄현로 42,37.69628824,126.7720059
KT,갈현동주민센터,관공서,경기도,과천시,갈현동 679,중앙로 28,37.41933616,126.9891144
KT,경기도립과천도서관,지역문화시설,경기도,과천시,별양동 2-0,도서관길 36,37.43290595,126.9969538
KT,과천동주민센터,관공서,경기도,과천시,과천동 538-1,과천대로 608-17,37.448377,126.9954044
KT,과천동주민센터,관공서,경기도,과천시,과천동 538-1,과천대로 608-17,37.44838894,126.9954072
KT,과천시민회관,지역문화시설,경기도,과천시,중앙동 6-2,통영로 5,37.42798598,126.989678
KT,과천시보건소,서민/복지시설,경기도,과천시,별양동 12,관문로 69,37.42424164,126.9937592
KT,과천시의회,관공서,경기도,과천시,중앙동 1-3,관문로 69,37.42935892,126.9874905
KT,과천시청,관공서,경기도,과천시,중앙동 1-3,관문로 69,37.42935892,126.9874905
KT,관문체육공원,관광/편의시설,경기도,과천시,관문동 3,중앙로 294,37.4411953,126.9973558
KT,국립과천과학관,지역문화시설,경기도,과천시,과천동 758-0,상하벌로 110,37.43897509,127.0057674
KT,노인복지관,서민/복지시설,경기도,과천시,문원동 15-168,문원로 57,37.42815214,127.0043701
KT,문원동주민센터,관공서,경기도,과천시,문원동 187-1,아랫배랭이로 35,37.42639702,127.0018619
KT,별양동주민센터,관공서,경기도,과천시,별양동 12,별양로 60,37.42424164,126.9937592
KT,부림동주민센터,관공서,경기도,과천시,부림동 47,별양로 174,37.43345379,126.9984769
KT,새서울쇼핑(옥내)-1,관광/편의시설,경기도,과천시,별양동 1-18,별양상가2로 20,37.42682929,126.9925614
KT,새서울쇼핑(옥내)-2,관광/편의시설,경기도,과천시,별양동 1-18,별양상가2로 20,37.42682929,126.9925614
KT,장애인복지관,서민/복지시설,경기도,과천시,문원동 31-3,문원로 40,37.42884419,127.0020111
KT,제일쇼핑(옥내),관광/편의시설,경기도,과천시,별양동 1-13,별양상가2로 14,37.42733389,126.9930043
KT,중앙동주민센터,관공서,경기도,과천시,중앙동 68,관문로 136,37.43315088,126.9934557
KT,청소년수련관,서민/복지시설,경기도,과천시,문원동 199,참마을로 9,37.42666013,127.0010846
KT,추사박물관,지역문화시설,경기도,과천시,주암동 184-2,추사로 78,37.4526708,127.028571
KT,광명시-중앙도서관,지역문화시설,경기도,광명시,광명동 495-1,원광명안로 48,37.46534265,126.8513152
KT,광명시-중앙도서관-소하어린이도서관,지역문화시설,경기도,광명시,소하동 1256-1,충현로42번길 19,37.43407518,126.8847453
KT,광명시-하안도서관,지역문화시설,경기도,광명시,하안동 683-0,철망산로 42,37.4661036,126.8733969
KT,광명시청-광명1동주민센터,관공서,경기도,광명시,광명동 9-34,광복로31번길 10,37.48860233,126.8625854
KT,광명시청-광명3동주민센터,관공서,경기도,광명시,광명동 136-8,광명로928번길 18-20,37.48024508,126.8569341
KT,광명시청-광명시보건소,관공서,경기도,광명시,하안동 230-0,오리로 613,37.45584096,126.8784369
KT,광명시청-철산1동주민센터,관공서,경기도,광명시,철산동 9-141,사성로 121,37.49086811,126.8678958
KT,광명시청-하안2동주민센터,관공서,경기도,광명시,하안동 682-3,안현로 25,37.46466704,126.8747648
KT,여성회관-광명소하회관,서민/복지시설,경기도,광명시,소하동 1267-0,오리로366번길 6,37.43484553,126.8801929
KT,청소년문화의집3층-광명5동,서민/복지시설,경기도,광명시,광명동 782-0,새터안로12번길 9,37.47397735,126.8566793
KT,경기도-광주시-남종면주민정보이용실,관공서,경기도,광주시,남종면 분원리 132-0,남종면 분원길 3-2,37.49426492,127.3018399
KT,경기도-광주시-도척면주민정보이용실,관공서,경기도,광주시,도척면 노곡리 58-14,도척면 노곡로 20,37.3044679,127.3312367
KT,경기도-광주시-중부면주민정보이용실,관공서,경기도,광주시,중부면 광지원리 112-0,중부면 남한산성로 2,37.46349637,127.2445932
KT,경기도-광주시-퇴촌면주민정보이용실,관공서,경기도,광주시,경안동 167-30,문화로 62,37.40897339,127.2535423
KT,곤지암-읍사무소,관공서,경기도,광주시,곤지암읍 곤지암리 135-3,곤지암읍 광여로 59,37.3509509,127.3521899
KT,광주시청-시립도서관,관공서,경기도,광주시,경안동 161-24,문화로 82,37.41053553,127.2528066
KT,구리교문도서관-교문동,지역문화시설,경기도,구리시,교문동 747-2,안골로30번길 45,37.59513618,127.1345258
KT,구리교문도서관-본관-3,지역문화시설,경기도,구리시,교문동 747-0,안골로30번길 17,37.5963613,127.1347273
KT,구리보건소-병원,서민/복지시설,경기도,구리시,인창동 674-3,건원대로34번길 84,37.6048327,127.1451161
KT,구리인창도서관-인창동,지역문화시설,경기도,구리시,인창동 674-4,건원대로34번길 90,37.60509139,127.1457599
KT,구리토평도서관-토평동,지역문화시설,경기도,구리시,토평동 956-0,장자대로 140,37.58632579,127.1455738
KT,구리한강유채꽃축제장-토평동,기타,경기도,구리시,토평동 883-2,아차산로 439,37.57439331,127.1331256
KT,광정동주민센터-민원실,관공서,경기도,군포시,산본동 1120-2,광정로 106,37.36206371,126.9279224
KT,군포1동 주민센터-당동,관공서,경기도,군포시,당동 751-15,군포로 531,37.35360715,126.9456871
KT,군포1동주민센터-군포1동,관공서,경기도,군포시,당동 751-15,군포로 531,37.35360715,126.9456871
KT,군포2동주민센터-민원실,관공서,경기도,군포시,당동 871-1,고산로 263,37.34635084,126.9430831
KT,군포당동도서관-휴게실,지역문화시설,경기도,군포시,당동 752-10,산본로197번길 36,37.35373307,126.945204
KT,군포시청소년수련관-금정동,서민/복지시설,경기도,군포시,금정동 847-3,산본로 322,37.35978263,126.9346702
KT,군포역전시장,서민/복지시설,경기도,군포시,당동 749-8,"산본로 183 (당동, 럭키베스트빌 2차아파트)",37.3548515,126.9473513
KT,금정동 주민센터-금정동,관공서,경기도,군포시,금정동 705-5,금산로 35,37.36540757,126.9394292
KT,노인복지관(당동),서민/복지시설,경기도,군포시,당동 887,고산로 223 (당동),37.3454023,126.9474994
KT,노인복지관-산본동,서민/복지시설,경기도,군포시,산본동 1096,산본천로 101,37.36416792,126.9330544
KT,대야도서관,지역문화시설,경기도,군포시,대야미동 636-7,대야2로 139 (대야미동),37.3302532,126.9153908
KT,대야동주민센터-민원실,관공서,경기도,군포시,대야미동 218-5,대야2로 139,37.32912671,126.9184082
KT,도시보건지소-산본동,서민/복지시설,경기도,군포시,산본동 1096,산본천로 101,37.36416792,126.9330544
KT,산본1동주민센터-산본1동,관공서,경기도,군포시,산본동 73-26,고산로724번길 13,37.37334696,126.9385603
KT,산본2동주민센터-민원실,관공서,경기도,군포시,산본동 1065-1,고산로 663,37.36999559,126.9327557
KT,산본도서관-산본동,지역문화시설,경기도,군포시,산본동 1122,광정로 96,37.36181981,126.9298777
KT,수도사업소(산본동),관공서,경기도,군포시,산본동 485-6,수리산로 151 (산본동),37.364565,126.917619
KT,수리동 주민센터-산본동,관공서,경기도,군포시,산본동 1151-7,수리산로 38,37.35603325,126.9210474
KT,오금동주민센터-민원실,관공서,경기도,군포시,금정동 871-13,고산로 406,37.35107573,126.9294995
KT,장애인종합복지관(금정동),서민/복지시설,경기도,군포시,금정동 844-1,청백리길 18,37.36255,126.933203
KT,재궁동주민센터-민원실,관공서,경기도,군포시,금정동 850-4,번영로550번길 25,37.35845506,126.9390645
